request_id,client_id,tenant_id,slo_class,vllm_priority,session_id,round_index,prefix_group,prefix_length,streaming,input_tokens,output_tokens,text_tokens,image_tokens,audio_tokens,video_tokens,reason_ratio,model,deadline_us,server_input_tokens,arrival_time_us,send_time_us,first_chunk_time_us,last_chunk_time_us,num_chunks,status,error_message,finish_reason,x_request_id
50,interactive-chat-30,interactive-users,standard,1,,0,interactive-system-prompt-30,1000,true,3794,10,0,0,0,0,0,,0,4740,12502392,1788935516529067,1788935520766248,1788935520915943,11,ok,,length,16253134-2f34-4a03-a31b-b89f670e6c81
54,interactive-chat-31,interactive-users,standard,1,,0,interactive-system-prompt-31,1000,true,5055,10,0,0,0,0,0,,0,5998,13020400,1788935517046713,1788935520795882,1788935520950536,11,ok,,length,89c8fecf-f942-469f-9399-b391bd7d74e6
71,interactive-chat-12,interactive-users,standard,1,,0,interactive-system-prompt-12,1000,true,884,311,0,0,0,0,0,,0,1844,15287294,1788935519313752,1788935519515758,1788935524976028,312,ok,,length,5cabf3e9-475c-4da1-a223-a4093f744e89
61,interactive-chat-8,interactive-users,standard,1,,0,interactive-system-prompt-8,1000,true,6430,142,0,0,0,0,0,,0,7361,14013347,1788935518039556,1788935523001474,1788935525431084,143,ok,,length,472e0240-3ace-4671-b054-cfe0a0c533e1
51,interactive-chat-31,interactive-users,standard,1,,0,interactive-system-prompt-31,1000,true,2073,290,0,0,0,0,0,,0,3004,12521163,1788935516547523,1788935520655079,1788935525640702,291,ok,,length,012ec2f4-de4c-4d8c-ba4b-2266db8d2b34
66,interactive-chat-12,interactive-users,standard,1,,0,interactive-system-prompt-12,1000,true,3255,27,0,0,0,0,0,,0,4191,14883591,1788935518909435,1788935525343394,1788935525799465,28,ok,,length,6ce24c6d-0c56-44c5-9ede-83c68b8143b5
60,interactive-chat-39,interactive-users,standard,1,,0,interactive-system-prompt-39,1000,true,2463,164,0,0,0,0,0,,0,3446,13823934,1788935517849605,1788935523084092,1788935525904462,165,ok,,length,80ea1ebb-a047-4d70-a2dd-bdf4ec7088cd
62,interactive-chat-45,interactive-users,standard,1,,0,interactive-system-prompt-45,1000,true,5288,175,0,0,0,0,0,,0,6279,14025342,1788935518051288,1788935523137164,1788935526147130,176,ok,,length,df8dfa92-9a9e-47e4-8eb4-df0a8782e8ac
68,interactive-chat-11,interactive-users,standard,1,,0,interactive-system-prompt-11,1000,true,5620,62,0,0,0,0,0,,0,6615,15061303,1788935519087395,1788935525341529,1788935526412771,63,ok,,length,fcdd6256-7fb8-48af-b643-727f468cab8f
55,interactive-chat-14,interactive-users,standard,1,,0,interactive-system-prompt-14,1000,true,6688,216,0,0,0,0,0,,0,7649,13302534,1788935517329207,1788935523008107,1788935526739753,217,ok,,length,95abf078-46ec-4789-9e13-2dcbdacb622e
69,interactive-chat-49,interactive-users,standard,1,,0,interactive-system-prompt-49,1000,true,2690,110,0,0,0,0,0,,0,3647,15206247,1788935519232112,1788935525219389,1788935527100124,111,ok,,length,c2992145-c51a-44e1-93d3-020bd653b195
53,interactive-chat-38,interactive-users,standard,1,,0,interactive-system-prompt-38,1000,true,2728,379,0,0,0,0,0,,0,3720,12982263,1788935517008471,1788935520690232,1788935527304996,380,ok,,length,66557f37-ed16-491c-8654-3a5f0f7e4063
119,interactive-chat-15,interactive-users,standard,1,,0,interactive-system-prompt-15,1000,true,913,10,0,0,0,0,0,,0,1922,23469764,1788935527495525,1788935527576612,1788935527731976,11,ok,,length,fe296656-67be-40fe-9bc1-f9b896e9844e
63,interactive-chat-10,interactive-users,standard,1,,0,interactive-system-prompt-10,1000,true,2618,163,0,0,0,0,0,,0,3576,14130383,1788935518156469,1788935525149172,1788935527965245,164,ok,,length,79472912-9e5f-4d10-b42c-9c9df66577ba
57,interactive-chat-14,interactive-users,standard,1,,0,interactive-system-prompt-14,1000,true,6942,286,0,0,0,0,0,,0,7895,13392883,1788935517418724,1788935523093446,1788935528020174,287,ok,,length,4063d8b2-e824-46ff-97bc-17ec5cc8cdca
91,interactive-chat-38,interactive-users,standard,1,,0,interactive-system-prompt-38,1000,true,1067,311,0,0,0,0,0,,0,2039,18649280,1788935522675446,1788935522751008,1788935528106946,312,ok,,length,33cbfacd-4f6c-406f-9493-51dbf56ea148
52,interactive-chat-15,interactive-users,standard,1,,0,interactive-system-prompt-15,1000,true,2537,439,0,0,0,0,0,,0,3591,12867441,1788935516893997,1788935520707808,1788935528254734,440,ok,,length,36445d12-6b60-47f9-8ef1-bc869b86e8e6
84,interactive-chat-49,interactive-users,standard,1,,0,interactive-system-prompt-49,1000,true,946,386,0,0,0,0,0,,0,1903,17549566,1788935521575802,1788935521764316,1788935528407651,387,ok,,length,014f9292-2ab1-46b3-aacc-5c4fb3c4e700
58,interactive-chat-3,interactive-users,standard,1,,0,interactive-system-prompt-3,1000,true,1197,310,0,0,0,0,0,,0,2158,13567208,1788935517593099,1788935523108511,1788935528433309,311,ok,,length,84108f5f-b24a-4a6f-8dcf-dc976551ea67
59,interactive-chat-10,interactive-users,standard,1,,0,interactive-system-prompt-10,1000,true,2420,332,0,0,0,0,0,,0,3412,13603883,1788935517629643,1788935523153201,1788935528901534,333,ok,,length,9d00a687-5bd8-4bcb-bf37-173bdc4e2dc5
72,interactive-chat-15,interactive-users,standard,1,,0,interactive-system-prompt-15,1000,true,5242,225,0,0,0,0,0,,0,6237,15433416,1788935519459970,1788935525200901,1788935529015925,226,ok,,length,1c9bd1cc-b085-4e39-a952-3ec7aca25c82
64,interactive-chat-36,interactive-users,standard,1,,0,interactive-system-prompt-36,1000,true,4276,217,0,0,0,0,0,,0,5252,14134886,1788935518160983,1788935525290404,1788935529061483,218,ok,,length,a9229d17-eed7-47ce-af87-b1a406abe14f
94,interactive-chat-31,interactive-users,standard,1,,0,interactive-system-prompt-31,1000,true,2183,10,0,0,0,0,0,,0,3086,19624849,1788935523650920,1788935529711345,1788935529862167,11,ok,,length,48045331-ccf7-491b-bb51-094be1caaae1
85,interactive-chat-21,interactive-users,standard,1,,0,interactive-system-prompt-21,1000,true,4966,127,0,0,0,0,0,,0,5943,17665743,1788935521692231,1788935527617922,1788935529875561,128,ok,,length,d9fde4c0-fa40-45a6-8d3c-429aba03edc9
65,interactive-chat-29,interactive-users,standard,1,,0,interactive-system-prompt-29,1000,true,2044,284,0,0,0,0,0,,0,3038,14851934,1788935518877706,1788935525129445,1788935529913772,285,ok,,length,3a9d5521-14dd-4f02-a576-4478a784b406
